company_id,scenario,employee_id,candidate_id,first_name,last_name,full_name,gender,city_name,high_school_name,college_name,department_id,manager_id,role_level,age,years_experience,education_level,high_school_gpa,college_gpa,referral_flag,family_link_flag,close_family_relation_flag,same_high_school_flag,same_city_flag,same_college_flag,same_last_name_flag,connection_strength,merit_score,discretionary_channel,tenure_months,performance_score,salary,promoted_flag,months_to_promotion,tenure_years,high_performer_flag,salary_band,performance_salary_gap,is_high_connection,promotion_eligible_flag
MER-08,Merit-based,EMER0800145,CMER0800145,Amit,Sharabi,Amit Sharabi,Female,Haifa,The Hebrew Reali School,Technion,D01,EMER0800208,3,35,12,Bachelor,81.7,86.9,0,0,0,1,1,0,0,0.4,88.7,legacy_referral,68,74.8,23500.0,0,,5.666666666666667,0,3,0.0,1,1
MER-08,Merit-based,EMER0800152,CMER0800152,Lior,Dayan,Lior Dayan,Male,Bat Yam,Ramot High School Bat Yam,,EXEC,,5,36,17,High School,85.4,,0,0,0,0,0,0,0,0.0,91.9,none,103,77.5,52500.0,0,,8.583333333333334,1,4,0.0,0,1
MER-08,Merit-based,EMER0800178,CMER0800178,Ariel,Moyal,Ariel Moyal,Male,Rishon LeZion,Ironi Gimel Rishon LeZion,Ono Academic College,D01,EMER0800208,3,32,8,Bachelor,80.9,79.8,0,0,0,0,0,0,0,0.09,85.1,none,32,71.9,22300.0,0,,2.6666666666666665,0,2,-1233.3333333333321,1,0
MER-08,Merit-based,EMER0800189,CMER0800189,Roee,Levi,Roee Levi,Male,Haifa,The Hebrew Reali School,Technion,D03,EMER0800222,3,37,12,Bachelor,84.9,90.7,1,0,0,0,1,0,0,0.29,88.7,manager_endorsement,20,79.6,22800.0,0,,1.6666666666666667,1,2,-15100.0,1,0
MER-08,Merit-based,EMER0800205,CMER0800205,Roni,Katz,Roni Katz,Female,Tel Aviv,Alliance High School Tel Aviv,Tel Aviv University,D01,EMER0800208,3,33,10,Bachelor,90.9,99.0,0,0,0,0,1,0,0,0.11,92.7,internal_source,33,67.9,21900.0,0,,2.75,0,2,960.0,1,0
MER-08,Merit-based,EMER0800208,CMER0800208,Yael,Avraham,Yael Avraham,Female,Ashdod,Makif Aleph Ashdod,Ben-Gurion University of the Negev,D01,EMER0800152,4,38,15,Bachelor,73.2,74.2,0,0,0,0,0,0,0,0.18,85.0,none,23,75.1,32800.0,0,,1.9166666666666667,1,3,4950.0,1,0
MER-08,Merit-based,EMER0800209,CMER0800209,Noa,Mizrahi,Noa Mizrahi,Female,Haifa,Ironi Hey Haifa,Technion,D01,EMER0800208,3,34,9,Master,93.1,88.6,0,0,0,0,1,0,0,0.27,92.3,internal_source,31,71.2,22200.0,0,,2.5833333333333335,0,2,-7188.8888888888905,1,0
MER-08,Merit-based,EMER0800217,CMER0800217,Lihi,Dayan,Lihi Dayan,Female,Haifa,Ironi Hey Haifa,The Open University of Israel,D02,EMER0800152,4,36,12,Bachelor,84.2,94.2,0,0,0,0,1,0,0,0.22,91.5,internal_source,51,79.9,34400.0,0,,4.25,1,4,7300.0,1,0
MER-08,Merit-based,EMER0800221,CMER0800221,Yonatan,Berkowitz,Yonatan Berkowitz,Male,Haifa,Hogim High School,Technion,D03,EMER0800222,3,37,13,Bachelor,81.9,89.9,0,0,0,0,1,0,0,0.03,82.7,internal_source,29,66.8,21700.0,0,,2.4166666666666665,0,1,-100.0,1,0
MER-08,Merit-based,EMER0800222,CMER0800222,David,Buzaglo,David Buzaglo,Male,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D03,EMER0800152,4,42,13,Bachelor,84.8,80.0,0,0,0,0,0,0,0,0.01,94.8,none,45,81.3,34400.0,0,,3.75,1,4,-350.0,1,0
MER-08,Merit-based,EMER0800228,CMER0800228,Tamar,Moyal,Tamar Moyal,Female,Beersheba,Comprehensive High School Beersheba,Ben-Gurion University of the Negev,D02,EMER0800217,1,26,1,Master,91.5,82.8,0,0,0,0,0,0,0,0.09,70.6,none,15,57.7,9400.0,0,,1.25,0,1,-5900.0,1,0
MER-08,Merit-based,EMER0800235,CMER0800235,Gal,Friedman,Gal Friedman,Female,Petah Tikva,Golda High School,Ono Academic College,D01,EMER0800208,3,32,9,Bachelor,93.6,99.0,0,0,0,0,0,0,0,0.14,90.3,none,46,74.9,22900.0,0,,3.8333333333333335,0,3,-16020.0,1,0
MER-08,Merit-based,EMER0800236,CMER0800236,Amit,Levi,Amit Levi,Male,Haifa,The Hebrew Reali School,Technion,D01,EMER0800208,3,35,10,Bachelor,75.8,89.6,1,0,0,1,1,0,1,0.39,82.5,legacy_referral,42,78.5,23200.0,0,,3.5,1,3,-3833.333333333332,1,0
MER-09,Merit-based,EMER0900034,CMER0900034,Adi,Biton,Adi Biton,Female,Eilat,Begin High School Eilat,Ben-Gurion University of the Negev,D01,EMER0900145,2,32,6,Bachelor,96.9,90.0,0,0,0,1,1,0,0,0.27,82.3,legacy_referral,35,64.4,14600.0,0,,2.9166666666666665,0,1,-2500.0,1,0
MER-09,Merit-based,EMER0900061,CMER0900061,Eitan,Vaknin,Eitan Vaknin,Male,Eilat,Begin High School Eilat,The Open University of Israel,D03,EMER0900231,3,36,9,Master,86.9,81.4,0,0,0,0,1,0,0,0.12,83.5,internal_source,61,75.3,23300.0,0,,5.083333333333333,1,3,-10342.857142857145,1,1
MER-09,Merit-based,EMER0900121,CMER0900121,Yonatan,Biton,Yonatan Biton,Male,Rehovot,De Shalit High School,The Open University of Israel,D02,EMER0900199,3,39,9,Doctorate,88.6,91.0,0,0,0,0,0,0,0,0.15,82.8,none,28,71.0,22100.0,0,,2.3333333333333335,0,2,-450.0,1,0
MER-09,Merit-based,EMER0900135,CMER0900135,Maya,Cohen,Maya Cohen,Female,Bat Yam,ORT Ramat Yosef,Bar-Ilan University,EXEC,,5,43,17,Bachelor,84.4,85.5,0,0,0,0,0,0,0,0.13,91.2,none,96,77.4,52600.0,0,,8.0,1,4,22133.333333333332,1,1
MER-09,Merit-based,EMER0900145,CMER0900145,Daniel,Ben-David,Daniel Ben-David,Male,Rehovot,De Shalit High School,The Open University of Israel,D01,EMER0900135,4,39,14,Bachelor,84.0,77.9,0,0,0,0,0,0,0,0.07,82.8,none,61,75.3,34100.0,0,,5.083333333333333,1,4,457.14285714285506,1,1
MER-09,Merit-based,EMER0900199,CMER0900199,Eitan,Sharabi,Eitan Sharabi,Male,Beersheba,Comprehensive High School Beersheba,Ben-Gurion University of the Negev,D02,EMER0900135,4,37,14,Bachelor,84.9,92.5,0,0,0,0,0,1,0,0.13,90.1,alumni_network,81,70.0,34100.0,0,,6.75,0,4,0.0,1,1
MER-09,Merit-based,EMER0900219,CMER0900219,Noam,Berkowitz,Noam Berkowitz,Male,Rishon LeZion,Gymnasia Realit Rishon LeZion,Tel Aviv University,D02,EMER0900199,3,35,10,Master,91.7,93.0,0,0,0,0,0,0,0,0.14,83.5,none,47,79.2,23300.0,0,,3.9166666666666665,1,3,-3600.0,1,0
MER-09,Merit-based,EMER0900231,CMER0900231,Shahar,Abutbul,Shahar Abutbul,Male,Eilat,Begin High School Eilat,Sapir College,D03,EMER0900135,4,35,12,Bachelor,93.7,86.6,1,0,0,1,1,0,0,0.45,87.2,legacy_referral,62,78.4,34700.0,0,,5.166666666666667,1,4,6940.0,1,1
MER-10,Merit-based,EMER1000018,CMER1000018,Amit,Dahan,Amit Dahan,Male,Rishon LeZion,Gymnasia Realit Rishon LeZion,Ono Academic College,D01,EMER1000132,4,39,15,Bachelor,93.4,77.6,0,0,0,1,1,0,0,0.31,86.7,legacy_referral,35,69.4,32500.0,0,,2.9166666666666665,0,3,5500.0,1,0
MER-10,Merit-based,EMER1000031,CMER1000031,Noa,Mizrahi,Noa Mizrahi,Female,Haifa,Ironi Hey Haifa,University of Haifa,D02,EMER1000136,3,35,9,Bachelor,85.0,98.8,1,0,0,0,0,0,0,0.15,80.8,referral,61,83.1,24000.0,1,6.0,5.083333333333333,1,3,150.0,1,1
MER-10,Merit-based,EMER1000088,CMER1000088,Shira,Azoulay,Shira Azoulay,Female,Rishon LeZion,Ironi Gimel Rishon LeZion,Tel Aviv University,D02,EMER1000136,2,30,6,Bachelor,88.3,87.2,0,0,0,1,1,1,0,0.37,79.6,legacy_referral,25,66.9,14600.0,0,,2.0833333333333335,0,1,-200.0,1,0
MER-10,Merit-based,EMER1000093,CMER1000093,Shira,Cohen,Shira Cohen,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Tel Aviv University,D03,EMER1000183,2,26,3,Bachelor,100.0,87.8,1,0,0,0,0,1,0,0.31,82.4,alumni_network,54,68.7,15200.0,0,,4.5,0,1,-2875.0,1,0
MER-10,Merit-based,EMER1000132,CMER1000132,Tamar,Sharabi,Tamar Sharabi,Female,Herzliya,The New High School Herzliya,Reichman University,EXEC,,5,42,19,Bachelor,97.2,89.2,0,0,0,0,0,0,0,0.09,98.3,none,79,79.0,52600.0,0,,6.583333333333333,1,4,9100.0,1,1
MER-10,Merit-based,EMER1000134,CMER1000134,Adi,Mizrahi,Adi Mizrahi,Female,Ashkelon,Makif Aleph Ashkelon,Sapir College,D01,EMER1000018,3,32,7,Bachelor,100.0,99.0,0,0,0,0,0,0,1,0.0,87.1,referral,43,71.5,22500.0,0,,3.5833333333333335,0,2,-2825.0,0,0
MER-10,Merit-based,EMER1000136,CMER1000136,Dana,Peretz,Dana Peretz,Female,Rishon LeZion,Gymnasia Realit Rishon LeZion,Tel Aviv University,D02,EMER1000132,4,39,16,Bachelor,72.6,85.4,1,0,0,1,1,0,0,0.4,89.1,legacy_referral,44,71.3,33100.0,0,,3.6666666666666665,0,3,5175.0,1,0
MER-10,Merit-based,EMER1000183,CMER1000183,Adi,Abutbul,Adi Abutbul,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Bar-Ilan University,D03,EMER1000132,4,38,15,Bachelor,84.5,82.9,1,0,0,0,0,0,0,0.13,79.4,referral,61,63.7,32500.0,0,,5.083333333333333,0,3,9625.0,1,1
MER-10,Merit-based,EMER1000290,CMER1000290,Neta,Haddad,Neta Haddad,Female,Rishon LeZion,Gymnasia Realit Rishon LeZion,Ono Academic College,D03,EMER1000183,3,37,9,Master,93.1,98.9,1,1,1,1,1,0,1,0.86,92.5,family,30,76.8,22900.0,0,,2.5,1,3,60.0,1,0
MER-11,Merit-based,EMER1100005,CMER1100005,Noa,Levi,Noa Levi,Female,Ashdod,Makif Aleph Ashdod,The Open University of Israel,EXEC,,5,44,21,Bachelor,81.0,93.4,0,0,0,1,1,0,0,0.31,86.2,legacy_referral,50,77.9,51000.0,0,,4.166666666666667,1,4,14000.0,1,0
MER-11,Merit-based,EMER1100021,CMER1100021,Yonatan,Levi,Yonatan Levi,Male,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D02,EMER1100065,3,33,9,Bachelor,95.5,84.9,0,0,0,0,0,0,0,0.2,92.2,none,49,70.1,22500.0,0,,4.083333333333333,0,2,-5275.0,1,0
MER-11,Merit-based,EMER1100032,CMER1100032,Shira,Mizrahi,Shira Mizrahi,Female,Modi'in-Maccabim-Re'ut,Ironi Aleph Modi'in,,D01,EMER1100005,4,33,12,High School,82.4,,0,0,0,0,0,0,0,0.12,91.4,none,66,81.3,35100.0,0,,5.5,1,4,350.0,1,1
MER-11,Merit-based,EMER1100058,CMER1100058,Assaf,Friedman,Assaf Friedman,Male,Rishon LeZion,Makif Zayin Rishon LeZion,Bar-Ilan University,D02,EMER1100065,3,32,7,Bachelor,98.0,95.1,0,0,0,0,0,0,0,0.08,84.0,none,29,70.4,22100.0,0,,2.4166666666666665,0,2,-450.0,1,0
MER-11,Merit-based,EMER1100065,CMER1100065,Tomer,Abutbul,Tomer Abutbul,Male,Ashdod,Makif Aleph Ashdod,The Open University of Israel,D02,EMER1100005,4,31,8,Bachelor,94.0,88.1,0,0,0,0,0,0,0,0.18,87.5,none,80,71.4,34300.0,0,,6.666666666666667,0,4,-2040.0,1,1
MER-11,Merit-based,EMER1100074,CMER1100074,Tamar,Ben-David,Tamar Ben-David,Female,Ashdod,Makif Aleph Ashdod,Sapir College,D02,EMER1100065,3,36,9,Bachelor,82.5,88.5,1,0,0,1,1,0,0,0.38,74.5,legacy_referral,24,61.0,21100.0,0,,2.0,0,1,-9633.333333333332,1,0
MER-11,Merit-based,EMER1100200,CMER1100200,Lior,Levi,Lior Levi,Male,Rishon LeZion,Makif Zayin Rishon LeZion,Tel Aviv University,D02,EMER1100065,2,30,5,Bachelor,90.5,85.0,0,0,0,0,0,0,0,0.13,68.7,none,30,61.5,14300.0,0,,2.5,0,1,0.0,1,0
MER-11,Merit-based,EMER1100240,CMER1100240,Omer,Sharabi,Omer Sharabi,Male,Haifa,Hogim High School,Technion,D03,EMER1100005,4,38,15,Bachelor,89.0,84.9,0,0,0,0,0,0,0,0.09,86.3,none,85,74.9,34900.0,0,,7.083333333333333,0,4,-4020.0,1,1
MER-12,Merit-based,EMER1200008,CMER1200008,Ofir,Peretz,Ofir Peretz,Female,Beersheba,Makif Aleph Beersheba,Sapir College,D03,EMER1200152,2,26,3,Bachelor,95.0,88.0,1,0,0,1,1,0,0,0.4,67.7,legacy_referral,26,64.7,14500.0,0,,2.1666666666666665,0,1,-3700.0,1,0
MER-12,Merit-based,EMER1200015,CMER1200015,Tomer,Cohen,Tomer Cohen,Male,Ashdod,ORT Yad Leibovich Ashdod,Sapir College,D01,EMER1200087,3,34,11,Bachelor,83.6,75.7,0,0,0,0,0,1,0,0.3,85.8,alumni_network,33,71.2,22300.0,0,,2.75,0,2,-7088.8888888888905,1,0
MER-12,Merit-based,EMER1200030,CMER1200030,Noam,Levi,Noam Levi,Male,Bnei Brak,Bnei Brak Municipal High School,Ono Academic College,D01,EMER1200087,2,29,3,Master,80.2,96.0,0,0,0,0,0,0,0,0.14,75.4,none,27,61.8,14300.0,0,,2.25,0,1,-5166.666666666668,1,0
MER-12,Merit-based,EMER1200043,CMER1200043,Roni,Vaknin,Roni Vaknin,Female,Ramat Gan,Blich High School,Tel Aviv University,D02,EMER1200095,3,40,17,Bachelor,92.3,92.1,0,0,0,0,0,0,0,0.04,88.2,none,43,83.6,23600.0,0,,3.5833333333333335,1,3,0.0,1,0
MER-12,Merit-based,EMER1200058,CMER1200058,Lior,Cohen,Lior Cohen,Male,Beersheba,Comprehensive High School Beersheba,Ben-Gurion University of the Negev,D03,EMER1200152,3,39,16,Bachelor,90.5,90.1,0,0,0,0,1,1,0,0.2,90.9,alumni_network,38,76.8,22900.0,0,,3.1666666666666665,1,3,60.0,1,0
MER-12,Merit-based,EMER1200087,CMER1200087,Ofir,Toledano,Ofir Toledano,Female,Ramat Gan,Blich High School,Bar-Ilan University,D01,EMER1200243,4,41,18,Bachelor,86.8,86.4,0,0,0,0,0,0,0,0.07,87.3,none,66,66.5,33100.0,0,,5.5,0,3,0.0,1,1
MER-12,Merit-based,EMER1200095,CMER1200095,Itay,Peretz,Itay Peretz,Male,Beersheba,Comprehensive High School Beersheba,Sapir College,D02,EMER1200243,4,43,20,Bachelor,87.8,85.4,0,0,0,0,0,0,0,0.05,92.7,none,48,71.9,33200.0,0,,4.0,0,3,9666.666666666668,1,0
MER-12,Merit-based,EMER1200109,CMER1200109,Lior,Gabay,Lior Gabay,Male,Netanya,Shapira High School Netanya,The Open University of Israel,D02,EMER1200095,3,35,10,Master,91.8,99.0,0,0,0,0,0,1,0,0.1,92.5,alumni_network,54,78.1,23400.0,0,,4.5,1,3,-13966.666666666664,1,0
MER-12,Merit-based,EMER1200152,CMER1200152,Einav,Levi,Einav Levi,Female,Jerusalem,Leyada High School,,D03,EMER1200243,4,37,18,High School,83.0,,1,0,0,1,1,0,0,0.35,92.8,legacy_referral,73,67.2,33500.0,0,,6.083333333333333,0,4,7816.666666666668,1,1
MER-12,Merit-based,EMER1200194,CMER1200194,Rotem,Friedman,Rotem Friedman,Female,Beersheba,Makif Vav Beersheba,,D03,EMER1200152,3,30,10,High School,93.4,,0,0,0,0,1,0,0,0.32,89.7,internal_source,26,78.8,22800.0,0,,2.1666666666666665,1,2,-10075.0,1,0
MER-12,Merit-based,EMER1200212,CMER1200212,Eitan,Levi,Eitan Levi,Male,Ra'anana,Amichai High School,,D02,EMER1200095,3,33,12,High School,87.0,,0,0,0,0,0,0,0,0.09,74.6,none,40,62.1,21500.0,0,,3.3333333333333335,0,1,-166.66666666666788,1,0
MER-12,Merit-based,EMER1200224,CMER1200224,Assaf,Azoulay,Assaf Azoulay,Male,Tel Aviv,Alliance High School Tel Aviv,Reichman University,D03,EMER1200152,3,44,17,Bachelor,76.2,74.9,0,0,0,0,0,0,0,0.08,85.9,none,32,75.2,22600.0,0,,2.6666666666666665,1,2,-4166.666666666668,1,0
MER-12,Merit-based,EMER1200230,CMER1200230,Daniel,Malka,Daniel Malka,Male,Herzliya,Yovel High School Herzliya,Reichman University,D03,EMER1200152,3,37,12,Master,98.1,85.8,1,1,0,0,0,0,0,0.3,86.2,referral,52,60.5,21700.0,0,,4.333333333333333,0,1,0.0,1,0
MER-12,Merit-based,EMER1200243,CMER1200243,Ido,Dahan,Ido Dahan,Male,Rehovot,De Shalit High School,Bar-Ilan University,EXEC,,5,49,23,Bachelor,95.0,94.6,0,0,0,0,0,0,0,0.11,92.2,none,27,75.6,49200.0,0,,2.25,1,4,7550.0,1,0
MER-12,Merit-based,EMER1200252,CMER1200252,Maya,Nasser,Maya Nasser,Female,Beersheba,Makif Aleph Beersheba,Ben-Gurion University of the Negev,D01,EMER1200087,3,36,13,Bachelor,81.0,96.9,0,0,0,0,0,0,0,0.17,89.4,none,34,76.9,22800.0,0,,2.8333333333333335,1,2,0.0,1,0
MER-13,Merit-based,EMER1300035,CMER1300035,Dana,Avraham,Dana Avraham,Female,Netanya,Shapira High School Netanya,Tel Aviv University,D01,EMER1300107,4,43,20,Bachelor,87.7,97.9,0,0,0,0,0,0,0,0.04,97.4,none,28,65.2,31600.0,0,,2.3333333333333335,0,3,8866.666666666668,1,0
MER-13,Merit-based,EMER1300039,CMER1300039,Yair,Haddad,Yair Haddad,Male,Jerusalem,Boyer High School,Hebrew University of Jerusalem,D02,EMER1300107,4,39,15,Bachelor,84.6,88.3,0,0,0,0,0,0,0,0.09,96.5,none,95,78.1,35300.0,0,,7.916666666666667,1,4,-2066.6666666666642,1,1
MER-13,Merit-based,EMER1300107,CMER1300107,Dana,Sadeh,Dana Sadeh,Female,Rishon LeZion,Ironi Gimel Rishon LeZion,,EXEC,,5,43,24,High School,76.9,,0,0,0,0,0,0,0,0.07,88.3,none,76,78.0,52200.0,0,,6.333333333333333,1,4,9733.333333333336,1,1
MER-13,Merit-based,EMER1300184,CMER1300184,Dana,Turgeman,Dana Turgeman,Female,Herzliya,Yovel High School Herzliya,Reichman University,D01,EMER1300035,3,40,12,Master,88.2,78.8,0,0,0,0,0,0,0,0.09,76.0,none,33,69.6,22100.0,0,,2.75,0,2,0.0,1,0
MER-13,Merit-based,EMER1300208,CMER1300208,Shahar,Gabay,Shahar Gabay,Male,Petah Tikva,Brener High School Petah Tikva,Tel Aviv University,D01,EMER1300035,3,40,14,Bachelor,89.6,96.1,0,0,0,0,0,0,0,0.07,88.6,none,36,76.8,22800.0,0,,3.0,1,2,-40.0,1,0
MER-13,Merit-based,EMER1300252,CMER1300252,Roni,Levi,Roni Levi,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Tel Aviv University,D03,EMER1300277,3,36,13,Bachelor,85.9,88.4,0,0,0,0,0,0,0,0.09,83.8,none,50,69.7,22500.0,0,,4.166666666666667,0,2,-3457.1428571428587,1,0
MER-13,Merit-based,EMER1300262,CMER1300262,Ariel,Friedman,Ariel Friedman,Male,Beersheba,Makif Aleph Beersheba,Ben-Gurion University of the Negev,D03,EMER1300277,1,25,2,Bachelor,86.7,87.4,1,0,0,1,1,0,0,0.38,66.8,legacy_referral,12,67.2,9800.0,0,,1.0,0,1,-15883.333333333332,1,0
MER-13,Merit-based,EMER1300277,CMER1300277,Tamar,Katz,Tamar Katz,Female,Jerusalem,Boyer High School,,D03,EMER1300107,4,36,16,High School,98.2,,1,0,0,0,0,0,0,0.21,95.5,referral,62,78.8,34700.0,0,,5.166666666666667,1,4,1825.0,1,1
MER-14,Merit-based,EMER1400024,CMER1400024,Moran,Friedman,Moran Friedman,Female,Jerusalem,Gymnasia Rehavia,The Open University of Israel,D01,EMER1400113,4,43,20,Bachelor,79.2,89.6,0,0,0,0,0,0,1,0.09,90.3,referral,70,76.6,34600.0,0,,5.833333333333333,1,4,-333.33333333333576,1,1
MER-14,Merit-based,EMER1400037,CMER1400037,Shira,Abutbul,Shira Abutbul,Female,Bnei Brak,Bnei Brak Municipal High School,Bar-Ilan University,D03,EMER1400234,3,36,13,Bachelor,84.6,71.1,0,0,0,0,0,0,0,0.08,75.4,none,27,59.1,21000.0,0,,2.25,0,1,-75.0,1,0
MER-14,Merit-based,EMER1400061,CMER1400061,Dana,Mor,Dana Mor,Female,Ashdod,ORT Yad Leibovich Ashdod,Sapir College,D01,EMER1400024,3,36,12,Bachelor,91.2,84.8,1,0,0,1,1,1,0,0.47,75.0,legacy_referral,54,65.7,22300.0,0,,4.5,0,2,1875.0,1,0
MER-14,Merit-based,EMER1400085,CMER1400085,Dana,Dahan,Dana Dahan,Female,Tel Aviv,Herzliya Hebrew Gymnasium,Ono Academic College,D01,EMER1400024,3,37,11,Master,81.7,90.8,0,0,0,0,1,0,0,0.03,88.0,internal_source,49,73.5,22800.0,0,,4.083333333333333,0,2,1925.0,1,0
MER-14,Merit-based,EMER1400104,CMER1400104,Noa,Levi,Noa Levi,Female,Ashdod,Makif Aleph Ashdod,The Open University of Israel,D01,EMER1400024,3,33,7,Bachelor,82.5,88.9,0,0,0,1,1,0,0,0.38,84.3,legacy_referral,54,65.0,22200.0,0,,4.5,0,2,-5700.0,1,0
MER-14,Merit-based,EMER1400113,CMER1400113,Shira,Gabay,Shira Gabay,Female,Ashdod,Makif Aleph Ashdod,The Open University of Israel,EXEC,,5,48,22,Bachelor,93.8,92.9,0,0,0,0,1,0,0,0.2,96.3,internal_source,62,74.9,50900.0,0,,5.166666666666667,0,4,11980.0,1,1
MER-14,Merit-based,EMER1400115,CMER1400115,Neta,Friedman,Neta Friedman,Female,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D02,EMER1400208,3,37,11,Bachelor,100.0,90.3,0,0,0,0,0,0,0,0.01,90.3,none,59,78.8,23500.0,0,,4.916666666666667,1,3,-9375.0,1,0
MER-14,Merit-based,EMER1400158,CMER1400158,Daniel,Dahan,Daniel Dahan,Male,Ashdod,Makif Aleph Ashdod,Sapir College,D02,EMER1400208,3,33,10,Bachelor,81.6,96.0,1,1,0,0,1,0,0,0.34,90.8,manager_endorsement,36,70.3,22300.0,0,,3.0,0,2,-750.0,1,0
MER-14,Merit-based,EMER1400169,CMER1400169,Yael,Levi,Yael Levi,Female,Rehovot,De Shalit High School,Tel Aviv University,D01,EMER1400024,3,38,14,Bachelor,91.3,86.7,0,0,0,0,0,0,0,0.07,93.7,none,53,82.4,23800.0,0,,4.416666666666667,1,3,0.0,1,0
MER-14,Merit-based,EMER1400182,CMER1400182,Roee,Bitan,Roee Bitan,Male,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D03,EMER1400234,3,39,12,Master,83.7,94.2,1,0,0,0,0,0,0,0.31,88.4,referral,48,79.9,23500.0,0,,4.0,1,3,-3600.0,1,0
MER-14,Merit-based,EMER1400193,CMER1400193,Hila,Sharabi,Hila Sharabi,Female,Ashdod,ORT Yad Leibovich Ashdod,Ben-Gurion University of the Negev,D03,EMER1400234,3,36,12,Bachelor,86.2,93.9,1,0,0,1,1,0,0,0.44,85.2,legacy_referral,54,72.7,23000.0,0,,4.5,0,3,2800.0,1,0
MER-14,Merit-based,EMER1400208,CMER1400208,Yarden,Malka,Yarden Malka,Female,Ashdod,Makif Tet Ashdod,Sapir College,D02,EMER1400113,4,45,20,Master,72.9,86.1,0,0,0,0,0,0,0,0.0,90.1,none,68,72.8,34000.0,0,,5.666666666666667,0,4,5950.0,0,1
MER-14,Merit-based,EMER1400209,CMER1400209,Shahar,Nasser,Shahar Nasser,Male,Ashdod,Makif Aleph Ashdod,,D02,EMER1400208,3,35,13,High School,100.0,,0,0,0,0,1,0,1,0.24,90.2,internal_source,48,80.2,23500.0,0,,4.0,1,3,0.0,1,0
MER-14,Merit-based,EMER1400234,CMER1400234,Ariel,Ohayon,Ariel Ohayon,Male,Jerusalem,Gymnasia Rehavia,Hebrew University of Jerusalem,D03,EMER1400113,4,46,22,Bachelor,89.3,96.9,0,0,0,0,0,0,0,0.13,95.5,none,58,75.6,34100.0,0,,4.833333333333333,1,4,-7550.0,1,0
MER-14,Merit-based,EMER1400248,CMER1400248,Tomer,Mizrahi,Tomer Mizrahi,Male,Ashdod,ORT Yad Leibovich Ashdod,Ben-Gurion University of the Negev,D02,EMER1400208,3,38,13,Bachelor,92.1,87.6,1,0,0,0,1,1,0,0.23,80.1,alumni_network,35,75.0,22700.0,0,,2.9166666666666665,1,2,-450.0,1,0
MER-15,Merit-based,EMER1500020,CMER1500020,Nadav,Cohen,Nadav Cohen,Male,Ra'anana,MetroWest High School,Tel Aviv University,D01,EMER1500035,2,35,6,Master,98.5,89.3,0,0,0,0,0,0,0,0.11,85.8,none,27,80.9,15500.0,0,,2.25,1,1,-9500.0,1,0
MER-15,Merit-based,EMER1500024,CMER1500024,Amit,Swisa,Amit Swisa,Male,Ra'anana,MetroWest High School,Reichman University,EXEC,,5,53,27,Bachelor,84.3,89.8,0,0,0,0,0,0,0,0.05,93.7,none,95,86.5,54400.0,0,,7.916666666666667,1,4,0.0,1,1
MER-15,Merit-based,EMER1500035,CMER1500035,Amit,Ben-Ami,Amit Ben-Ami,Female,Modi'in-Maccabim-Re'ut,Ironi Aleph Modi'in,Bar-Ilan University,D01,EMER1500024,4,42,17,Bachelor,98.2,87.3,0,0,0,0,0,0,0,0.08,86.0,none,58,75.9,34100.0,0,,4.833333333333333,1,4,0.0,1,0
MER-15,Merit-based,EMER1500050,CMER1500050,Yael,Levi,Yael Levi,Female,Ra'anana,MetroWest High School,Reichman University,D02,EMER1500024,4,44,17,Bachelor,96.5,80.7,0,0,0,0,0,0,0,0.04,91.0,none,58,67.2,32900.0,0,,4.833333333333333,0,3,7216.666666666668,1,0
MER-15,Merit-based,EMER1500065,CMER1500065,Alon,Dahan,Alon Dahan,Male,Herzliya,The New High School Herzliya,Reichman University,D03,EMER1500024,4,40,17,Bachelor,91.7,87.1,0,0,0,0,0,0,0,0.18,97.3,none,36,72.6,32900.0,0,,3.0,0,3,9500.0,1,0
MER-15,Merit-based,EMER1500091,CMER1500091,Amit,Peretz,Amit Peretz,Female,Haifa,The Hebrew Reali School,The Open University of Israel,D02,EMER1500050,3,35,8,Bachelor,100.0,99.0,0,0,0,0,0,0,0,0.17,88.4,none,75,75.0,23600.0,0,,6.25,1,3,450.0,1,1
MER-15,Merit-based,EMER1500096,CMER1500096,Shahar,Levi,Shahar Levi,Male,Rishon LeZion,Gymnasia Realit Rishon LeZion,Bar-Ilan University,D03,EMER1500065,3,37,14,Bachelor,84.3,90.3,0,0,0,0,0,0,0,0.22,82.9,none,59,65.1,22300.0,0,,4.916666666666667,0,2,400.0,1,0
MER-16,Merit-based,EMER1600026,CMER1600026,Yonatan,Gabay,Yonatan Gabay,Male,Petah Tikva,Amit Bar Ilan Petah Tikva,Bar-Ilan University,D03,EMER1600190,3,40,17,Bachelor,65.7,84.2,0,0,0,0,0,0,1,0.14,72.2,referral,43,60.4,21500.0,0,,3.5833333333333335,0,1,-5550.0,1,0
