company_id,scenario,manager_id,headcount,family_link_share_calc,close_family_share,connected_employee_share_calc,promoted_share_connected,surname_concentration,city_concentration,school_concentration,college_concentration,same_high_school_share,same_city_share,same_college_share,same_last_name_share,headcount_feature,connected_employee_share,family_link_share,referral_share,promoted_share,avg_salary,avg_performance,avg_merit,manager_full_name,manager_department_id,family_concentration_component,school_concentration_component,city_concentration_component,college_concentration_component,surname_concentration_component,connected_promotion_component,size_stability_factor,raw_nepotism_risk_score,manager_nepotism_risk_score
HNR-11,High nepotism risk,EHNR1100137,2,0.5,0.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.0,2,1.0,0.5,0.5,0.5,22050.0,63.400000000000006,83.7,Einav Friedman,D02,0.3,0.71,1.0,0.26,0.33,0.5,0.35,0.2008,0.2477
MER-06,Merit-based,EMER0600252,3,0.0,0.0,0.6666666666666666,1.0,0.3333,0.6667,0.6667,1.0,0.0,0.3333,0.3333,0.0,3,1.0,0.0,0.0,0.6666666666666666,34766.666666666664,80.56666666666666,93.66666666666669,Hila Dahan,EXEC,0.0,0.28,0.5267,0.68,0.22,1.0,0.5,0.1997,0.2455
MOD-14,Moderate favoritism,EMOD1400206,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.6667,0.6667,0.6667,0.0,0.0,3,1.0,0.0,1.0,0.0,33500.0,68.86666666666667,80.66666666666667,Ariel Naim,EXEC,0.0,0.6667,0.6667,0.3467,0.22,0.0,0.5,0.1996,0.2452
HNR-14,High nepotism risk,EHNR1400302,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.5,0.3333,0.6667,0.3333,0.0,3,1.0,0.3333,0.3333333333333333,0.0,33933.333333333336,73.96666666666667,91.73333333333332,Noa Levi,EXEC,0.2,0.3333,0.6667,0.42,0.22,0.0,0.5,0.1987,0.2432
MOD-04,Moderate favoritism,EMOD0400029,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.5,0.3333,0.6667,0.3333,0.0,3,1.0,0.3333,0.6666666666666666,0.0,32766.666666666668,66.26666666666667,80.60000000000001,Nadav Gabay,EXEC,0.2,0.3333,0.6667,0.42,0.22,0.0,0.5,0.1987,0.2432
MER-08,Merit-based,EMER0800222,3,0.0,0.0,1.0,0.0,0.3333,1.0,0.6667,0.6667,0.0,1.0,0.3333,0.0,3,1.0,0.0,0.3333333333333333,0.0,22300.0,71.96666666666665,86.03333333333335,David Buzaglo,D03,0.0,0.28,1.0,0.5067,0.22,0.0,0.5,0.1972,0.2401
MER-16,Merit-based,EMER1600190,4,0.0,0.0,0.75,0.0,0.25,0.5,0.25,0.5,0.25,0.5,0.25,0.25,4,1.0,0.0,0.0,0.0,20150.0,66.05,80.625,Noa Avraham,D03,0.0,0.25,0.5,0.38,0.25,0.0,0.6667,0.1971,0.2398
MOD-12,Moderate favoritism,EMOD1200219,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.5,0.3333,0.3333,0.0,0.3333,3,1.0,0.3333,0.3333333333333333,0.0,33733.333333333336,72.5,79.56666666666666,Amit Dahan,EXEC,0.2,0.4733,0.5267,0.26,0.3333,0.0,0.5,0.1964,0.2383
HNR-12,High nepotism risk,EHNR1200275,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,22500.0,66.4,67.7,Yael Malka,D02,0.6,0.42,0.58,0.52,0.66,0.0,0.35,0.196,0.2375
HNR-14,High nepotism risk,EHNR1400117,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,22200.0,67.4,91.1,Ido Levi,D02,0.6,0.42,0.58,0.52,0.66,0.0,0.35,0.196,0.2375
MOD-07,Moderate favoritism,EMOD0700242,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,22200.0,70.8,92.0,Assaf Sharabi,D01,0.6,0.42,0.58,0.52,0.66,0.0,0.35,0.196,0.2375
HNR-02,High nepotism risk,EHNR0200196,4,0.5,0.0,0.5,0.0,0.25,0.25,0.25,0.3333,0.0,0.25,0.25,0.0,4,1.0,0.5,0.75,0.0,22125.0,62.025000000000006,80.42500000000001,Omer Levi,D02,0.3,0.105,0.25,0.2933,0.165,0.0,0.6667,0.1956,0.2366
MER-01,Merit-based,EMER0100213,3,0.0,0.0,1.0,0.0,0.3333,1.0,0.6667,0.6667,0.0,1.0,0.0,0.3333,3,1.0,0.0,0.6666666666666666,0.0,33666.666666666664,73.39999999999999,86.39999999999999,Hila Shapiro,EXEC,0.0,0.28,1.0,0.3467,0.3333,0.0,0.5,0.1921,0.2291
MOD-07,Moderate favoritism,EMOD0700052,3,0.0,0.0,0.6666666666666666,0.5,0.3333,0.6667,0.3333,1.0,0.3333,0.6667,0.0,0.0,3,1.0,0.0,1.0,0.3333333333333333,34400.0,74.60000000000001,94.03333333333336,Neta Peretz,EXEC,0.0,0.3333,0.6667,0.52,0.22,0.5,0.5,0.1917,0.2281
MOD-13,Moderate favoritism,EMOD1300295,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.6667,1.0,0.3333,0.3333,0.0,0.0,3,0.6667,0.3333,0.3333333333333333,0.0,33766.666666666664,74.39999999999999,88.16666666666667,Dana Mizrahi,EXEC,0.2,0.4733,0.5267,0.52,0.22,0.0,0.5,0.1908,0.2262
MOD-03,Moderate favoritism,EMOD0300119,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.5,0.6667,0.6667,0.3333,0.0,3,1.0,0.0,0.6666666666666666,0.0,33433.333333333336,70.53333333333335,85.83333333333333,Tomer Haddad,EXEC,0.0,0.5267,0.6667,0.42,0.22,0.0,0.5,0.19,0.2245
MER-10,Merit-based,EMER1000132,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.6667,0.3333,0.6667,0.6667,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.0,32700.0,68.13333333333334,85.06666666666666,Tamar Sharabi,EXEC,0.0,0.6667,0.6667,0.1733,0.22,0.0,0.5,0.1892,0.2228
MOD-08,Moderate favoritism,EMOD0800131,3,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.5,0.0,0.3333,0.0,0.0,3,1.0,0.6667,1.0,0.0,34200.0,74.73333333333333,89.5,Alon Ben-Ami,EXEC,0.4,0.14,0.5267,0.26,0.22,0.0,0.5,0.1865,0.217
MER-11,Merit-based,EMER1100065,4,0.0,0.0,0.25,0.0,0.5,0.5,0.5,0.25,0.25,0.25,0.0,0.0,4,1.0,0.0,0.25,0.0,20000.0,65.75,79.85,Tomer Abutbul,D02,0.0,0.355,0.395,0.13,0.33,0.0,0.6667,0.1841,0.2118
MER-10,Merit-based,EMER1000183,2,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,1.0,0.5,1.0,0.0,19050.0,72.75,87.45,Adi Abutbul,D03,0.5,0.5,0.5,0.5,0.5,0.0,0.35,0.182,0.2072
MOD-01,Moderate favoritism,EMOD0100085,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,1.0,15900.0,86.2,92.3,Rotem Friedman,D02,0.0,0.42,1.0,0.52,0.66,1.0,0.35,0.1817,0.2066
MOD-09,Moderate favoritism,EMOD0900281,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22600.0,67.4,85.3,Maya Cohen,D03,0.0,1.0,1.0,0.0,0.66,0.0,0.35,0.1795,0.2018
MOD-11,Moderate favoritism,EMOD1100015,2,0.5,0.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,2,1.0,0.5,0.5,0.0,18600.0,69.1,81.35,Neta Cohen,D01,0.3,0.5,0.79,0.52,0.5,0.0,0.35,0.1795,0.2018
MOD-15,Moderate favoritism,EMOD1500169,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,1.0,0.3333,0.6667,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.0,33600.0,70.66666666666667,86.10000000000001,Noa Levi,EXEC,0.0,0.3333,0.6667,0.52,0.22,0.0,0.5,0.1767,0.1957
MOD-08,Moderate favoritism,EMOD0800258,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,1.0,0.3333,0.6667,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,17800.0,63.03333333333333,80.13333333333333,Dana Levi,D03,0.0,0.3333,0.6667,0.52,0.22,0.0,0.5,0.1767,0.1957
MER-16,Merit-based,EMER1600075,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.6667,0.3333,0.6667,0.3333,0.0,3,1.0,0.0,0.6666666666666666,0.0,33500.0,75.16666666666667,92.53333333333336,Gal Levi,EXEC,0.0,0.3333,0.6667,0.5067,0.22,0.0,0.5,0.1759,0.194
MOD-11,Moderate favoritism,EMOD1100301,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.6667,0.3333,0.6667,0.0,0.6667,0.0,0.0,3,1.0,0.3333,0.0,0.3333333333333333,33833.333333333336,72.13333333333333,85.8,Moran Abutbul,EXEC,0.2,0.14,0.6667,0.3467,0.22,0.0,0.5,0.1749,0.1919
HNR-06,High nepotism risk,EHNR0600191,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,3,1.0,0.3333,0.6666666666666666,0.0,32333.33333333333,66.2,91.1,Ariel Haddad,EXEC,0.2,0.3333,0.3333,0.3333,0.3333,0.0,0.5,0.1713,0.1842
MOD-05,Moderate favoritism,EMOD0500273,3,0.0,0.0,0.6666666666666666,0.5,0.3333,0.6667,0.3333,0.3333,0.3333,0.6667,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.6666666666666666,34333.333333333336,76.10000000000001,91.06666666666666,Amit Sadeh,EXEC,0.0,0.3333,0.6667,0.1733,0.22,0.5,0.5,0.1709,0.1832
HNR-04,High nepotism risk,EHNR0400252,2,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,2,1.0,0.0,1.0,0.5,22800.0,69.25,78.19999999999999,Shira Nasser,D02,0.0,0.5,0.5,1.0,0.66,0.5,0.35,0.169,0.1791
MOD-13,Moderate favoritism,EMOD1300196,3,0.0,0.0,0.6666666666666666,0.0,0.6667,0.3333,0.3333,0.5,0.3333,0.3333,0.6667,0.0,3,1.0,0.0,0.6666666666666666,0.0,15966.666666666666,70.56666666666666,79.83333333333333,Nadav Ohayon,D02,0.0,0.3333,0.3333,0.58,0.44,0.0,0.5,0.1624,0.1649
MOD-06,Moderate favoritism,EMOD0600024,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22700.0,69.4,88.6,Maya Azoulay,D01,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1612
MOD-02,Moderate favoritism,EMOD0200182,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,21300.0,64.8,83.2,Dana Cohen,D03,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1612
MER-07,Merit-based,EMER0700222,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22800.0,73.6,80.6,Yael Ohayon,D03,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1612
MER-09,Merit-based,EMER0900231,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,23300.0,75.3,83.5,Shahar Abutbul,D03,0.0,0.42,1.0,0.52,0.66,0.0,0.35,0.1607,0.1612
MER-02,Merit-based,EMER0200078,4,0.0,0.0,0.75,0.0,0.5,0.5,0.25,0.25,0.0,0.25,0.0,0.5,4,1.0,0.0,0.25,0.0,14150.0,69.65,82.05,Adi Shapiro,D01,0.0,0.105,0.395,0.13,0.5,0.0,0.6667,0.1599,0.1594
HNR-10,High nepotism risk,EHNR1000225,3,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.6667,0.0,0.6667,0.0,0.0,3,1.0,0.3333,0.0,0.0,33866.666666666664,70.46666666666665,85.0,Itay Levi,EXEC,0.2,0.14,0.4733,0.3467,0.22,0.0,0.5,0.1595,0.1585
MOD-11,Moderate favoritism,EMOD1100034,2,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,1.0,0.5,1.0,0.0,14550.0,63.15,68.35,Yarden Mor,D02,0.3,0.5,0.5,0.5,0.33,0.0,0.35,0.1576,0.1546
MER-05,Merit-based,EMER0500191,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,22300.0,67.9,84.8,Moran Levi,D03,0.0,0.42,0.58,1.0,0.66,0.0,0.35,0.1574,0.154
HNR-04,High nepotism risk,EHNR0400279,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1.0,0.0,1.0,0.0,9200.0,54.1,71.8,Omer Cohen,D03,0.0,0.42,0.58,1.0,0.66,0.0,0.35,0.1574,0.154
MER-04,Merit-based,EMER0400113,2,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,2,1.0,0.0,0.0,0.0,22650.0,72.7,89.30000000000001,Ariel Ben-Ami,D01,0.0,0.42,1.0,0.5,0.5,0.0,0.35,0.1554,0.1497
MOD-01,Moderate favoritism,EMOD0100113,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.6667,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,34766.666666666664,78.03333333333333,89.26666666666667,Roni Gabay,EXEC,0.0,0.3333,0.5267,0.3467,0.22,0.0,0.5,0.1551,0.149
HNR-09,High nepotism risk,EHNR0900076,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.6667,0.3333,0.3333,0.3333,0.3333,0.0,3,0.6667,0.0,0.6666666666666666,0.0,33166.666666666664,69.76666666666667,84.5,Ariel Mizrahi,EXEC,0.0,0.4733,0.5267,0.3333,0.22,0.0,0.5,0.1516,0.1415
MOD-05,Moderate favoritism,EMOD0500190,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.3333,0.5,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.0,0.0,18300.0,74.06666666666666,79.89999999999999,Michal Cohen,D03,0.0,0.3333,0.5267,0.26,0.22,0.0,0.5,0.1499,0.1378
HNR-01,High nepotism risk,EHNR0100154,2,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,2,1.0,0.0,1.0,0.5,16350.0,69.5,81.4,Adi Toledano,D02,0.0,0.5,0.5,0.76,0.33,0.5,0.35,0.1497,0.1373
MER-01,Merit-based,EMER0100125,2,0.0,0.0,0.5,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,18900.0,70.6,82.8,Adi Biton,D02,0.0,0.5,0.5,0.76,0.66,0.0,0.35,0.1484,0.1346
MOD-15,Moderate favoritism,EMOD1500149,2,0.5,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,2,1.0,0.5,0.0,0.0,21350.0,59.25,79.15,Omer Abutbul,D02,0.3,0.21,0.5,0.76,0.33,0.0,0.35,0.1483,0.1343
MOD-13,Moderate favoritism,EMOD1300211,2,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.5,0.5,0.0,21550.0,62.45,83.6,Shira Ben-David,D03,0.3,0.5,0.5,0.26,0.33,0.0,0.35,0.1476,0.1328
HNR-09,High nepotism risk,EHNR0900283,2,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,2,1.0,0.5,1.0,0.5,23750.0,80.94999999999999,87.4,Ofir Cohen,D03,0.3,0.21,0.5,0.26,0.5,0.5,0.35,0.1425,0.1219
MER-16,Merit-based,EMER1600171,2,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,2,1.0,0.0,0.5,0.0,19150.0,78.2,84.25,Dana Peretz,D02,0.0,0.42,1.0,0.26,0.33,0.0,0.35,0.1406,0.1177
HNR-05,High nepotism risk,EHNR0500132,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.6667,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.0,32733.33333333333,63.73333333333333,90.13333333333333,Neta Turgeman,EXEC,0.0,0.3333,0.4733,0.1733,0.22,0.0,0.5,0.1404,0.1173
MOD-10,Moderate favoritism,EMOD1000097,2,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,22500.0,68.0,84.05,Rotem Katz,D01,0.0,0.5,0.5,0.76,0.33,0.0,0.35,0.1392,0.1146
MER-09,Merit-based,EMER0900135,3,0.0,0.0,0.6666666666666666,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,3,1.0,0.0,0.3333333333333333,0.0,34300.0,74.56666666666666,86.7,Maya Cohen,EXEC,0.0,0.3333,0.3333,0.3333,0.22,0.0,0.5,0.1388,0.1139
MER-01,Merit-based,EMER0100151,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,3,1.0,0.0,0.0,0.0,22866.666666666668,74.63333333333334,84.10000000000001,Maya Katz,D03,0.0,0.3333,0.3333,0.3333,0.22,0.0,0.5,0.1388,0.1139
HNR-12,High nepotism risk,EHNR1200288,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,14600.0,62.9,77.3,Hila Biton,D03,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-15,Merit-based,EMER1500065,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22300.0,65.1,82.9,Alon Dahan,D03,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MOD-06,Moderate favoritism,EMOD0600187,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,21600.0,68.4,93.2,Shira Harari,D02,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-15,Merit-based,EMER1500050,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,23600.0,75.0,88.4,Yael Levi,D02,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-01,Merit-based,EMER0100102,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,22400.0,71.3,90.7,Yael Ohayon,D01,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-02,Merit-based,EMER0200251,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,23100.0,76.1,90.4,Ariel Azoulay,D02,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-07,Merit-based,EMER0700135,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,0.0,15400.0,77.0,88.1,Yair Sharabi,D02,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-15,Merit-based,EMER1500035,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,15500.0,80.9,85.8,Amit Ben-Ami,D01,0.0,0.42,0.58,0.52,0.66,0.0,0.35,0.1372,0.1104
MER-12,Merit-based,EMER1200243,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,33266.666666666664,68.53333333333335,90.93333333333334,Ido Dahan,EXEC,0.0,0.3333,0.3333,0.26,0.22,0.0,0.5,0.1344,0.1044
MER-05,Merit-based,EMER0500023,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,34800.0,76.23333333333333,87.16666666666667,Amit Peretz,EXEC,0.0,0.3333,0.3333,0.26,0.22,0.0,0.5,0.1344,0.1044
MER-13,Merit-based,EMER1300107,3,0.0,0.0,0.0,0.0,0.3333,0.6667,0.6667,0.5,0.0,0.0,0.0,0.0,3,1.0,0.0,0.3333333333333333,0.0,33866.666666666664,74.03333333333333,96.46666666666664,Dana Sadeh,EXEC,0.0,0.28,0.3867,0.26,0.22,0.0,0.5,0.1333,0.1021
MER-14,Merit-based,EMER1400234,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,3,1.0,0.0,0.6666666666666666,0.0,22500.0,70.56666666666666,83.0,Ariel Ohayon,D03,0.0,0.3333,0.3333,0.1733,0.22,0.0,0.5,0.1292,0.0931
MER-04,Merit-based,EMER0400158,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,18950.0,71.4,90.15,David Turgeman,D03,0.0,0.5,0.5,0.5,0.33,0.0,0.35,0.1282,0.0911
MER-10,Merit-based,EMER1000136,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,2,1.0,0.0,0.5,0.5,19300.0,75.0,80.19999999999999,Dana Peretz,D02,0.0,0.5,0.5,0.5,0.33,0.0,0.35,0.1282,0.0911
HNR-03,High nepotism risk,EHNR0300044,2,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,2,1.0,0.5,0.5,0.0,15700.0,63.0,79.05,Daniel Mizrahi,D02,0.3,0.21,0.5,0.26,0.33,0.0,0.35,0.1273,0.0889
MER-02,Merit-based,EMER0200260,2,0.5,0.0,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,2,1.0,0.5,0.0,0.0,22650.0,72.30000000000001,92.2,Lihi Sharabi,D03,0.3,0.21,0.29,0.52,0.33,0.0,0.35,0.1264,0.0871
MER-13,Merit-based,EMER1300277,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.0,0.5,0.0,16150.0,68.45,75.3,Tamar Katz,D03,0.0,0.5,0.5,0.26,0.33,0.0,0.35,0.1182,0.0693
HNR-16,High nepotism risk,EHNR1600038,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,2,1.0,0.0,0.0,0.0,21250.0,57.05,76.4,Yarden Katz,D01,0.0,0.5,0.5,0.26,0.33,0.0,0.35,0.1182,0.0693
MER-14,Merit-based,EMER1400113,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.6667,0.6667,0.3333,0.0,0.0,0.0,0.3333,3,0.6667,0.0,0.0,0.0,34233.333333333336,75.0,91.96666666666664,Shira Gabay,EXEC,0.0,0.28,0.3867,0.1733,0.3333,0.0,0.5,0.116,0.0646
HNR-05,High nepotism risk,EHNR0500057,2,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,2,1.0,0.5,0.0,0.0,21950.0,66.85,88.15,Noa Toledano,D02,0.3,0.21,0.29,0.26,0.33,0.0,0.35,0.1155,0.0635
MER-12,Merit-based,EMER1200095,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.5,0.0,0.0,0.3333,0.0,3,1.0,0.0,0.0,0.0,22833.33333333333,74.6,85.10000000000001,Itay Peretz,D02,0.0,0.14,0.1933,0.42,0.22,0.0,0.5,0.1135,0.0591
MER-10,Merit-based,EMER1000018,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,22500.0,71.5,87.1,Amit Dahan,D01,0.0,0.42,0.58,0.52,1.0,0.0,0.35,0.1117,0.0554
MOD-09,Moderate favoritism,EMOD0900129,3,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0,3,0.6667,0.3333,0.0,0.0,33900.0,75.3,93.76666666666668,Shira Biton,EXEC,0.2,0.14,0.1933,0.1733,0.22,0.0,0.5,0.11,0.0516
MER-08,Merit-based,EMER0800152,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.3333,0.0,0.0,3,1.0,0.0,0.0,0.0,33866.666666666664,78.76666666666667,90.43333333333334,Lior Dayan,EXEC,0.0,0.14,0.3333,0.1733,0.22,0.0,0.5,0.1099,0.0514
MER-15,Merit-based,EMER1500024,3,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.6667,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,33300.0,71.89999999999999,91.43333333333334,Amit Swisa,EXEC,0.0,0.14,0.1933,0.3467,0.22,0.0,0.5,0.1091,0.0496
MER-12,Merit-based,EMER1200087,3,0.0,0.0,0.3333333333333333,0.0,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.0,3,1.0,0.0,0.0,0.0,19800.0,69.96666666666667,83.53333333333335,Ofir Toledano,D01,0.0,0.14,0.1933,0.3333,0.22,0.0,0.5,0.1083,0.0479
HNR-09,High nepotism risk,EHNR0900121,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,2,1.0,0.0,0.5,0.0,21900.0,66.44999999999999,90.7,Omer Friedman,D02,0.0,0.21,0.5,0.5,0.33,0.0,0.35,0.1079,0.0472
MOD-12,Moderate favoritism,EMOD1200043,2,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,2,1.0,0.0,0.0,0.0,18650.0,71.55000000000001,77.15,Yael Levi,D01,0.0,0.21,0.5,0.5,0.33,0.0,0.35,0.1079,0.0472
MER-11,Merit-based,EMER1100005,3,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.5,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,34766.666666666664,75.86666666666667,88.39999999999999,Noa Levi,EXEC,0.0,0.14,0.1933,0.26,0.22,0.0,0.5,0.1039,0.0384
MER-02,Merit-based,EMER0200027,3,0.0,0.0,0.0,0.0,0.3333,0.3333,0.3333,0.5,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0,0.0,34166.666666666664,77.16666666666667,92.03333333333336,Yarden Friedman,EXEC,0.0,0.14,0.1933,0.26,0.22,0.0,0.5,0.1039,0.0384
